"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.396,1.0,0.525,0.05,0.0,0.175,0.775,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.01,0.919,0.0,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.934,0.911,0.1,0.0,0.075,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.102,0.896,0.1,0.0,0.0,0.975,0.025,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.256,0.954,0.0,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.06,0.9,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.962,1.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.673,1.0,0.025,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.933,1.0,0.1,0.0,0.0,0.975,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.902,1.0,0.125,0.125,0.0,0.85,0.025,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.956,1.0,0.35,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.85,1.0,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.014,1.0,0.775,0.175,0.775,0.0,0.05,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.931,1.0,0.95,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.614,1.0,0.05,0.025,0.0,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.017,1.0,0.175,0.0,0.025,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.957,1.0,0.2,0.1,0.0,0.875,0.025,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.208,1.0,0.925,0.1,0.875,0.025,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.797,1.0,0.925,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.711,1.0,0.075,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.76,1.0,0.075,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.563,1.0,0.525,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.937,1.0,0.525,0.075,0.0,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.798,1.0,0.525,0.025,0.05,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.357,1.0,0.525,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.183,1.0,0.525,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.219,1.0,0.525,0.0,0.0,0.075,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.498,1.0,0.525,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.537,1.0,0.525,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.849,1.0,0.525,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.015,1.0,0.525,0.025,0.025,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.003,1.0,0.525,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.924,1.0,0.525,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.181,1.0,0.525,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.495,1.0,0.525,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.877,1.0,0.525,0.025,0.05,0.0,0.925,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.044,0.148,0.45,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.624,0.151,0.3,0.05,0.0,0.125,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.845,0.142,0.45,0.0,0.1,0.025,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.235,0.128,0.475,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.833,0.234,0.65,0.0,0.0,0.2,0.8,0.2,0.8
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.462,0.233,0.65,0.075,0.0,0.075,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.022,0.13,0.5,0.0,0.025,0.075,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.761,0.155,0.475,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.153,0.145,0.5,0.0,0.0,0.025,0.975,0.42,0.57
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.958,0.274,0.475,0.0,0.325,0.025,0.65,0.75,0.25
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.081,0.16,0.275,0.05,0.0,0.05,0.9,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,32.385,0.968,0.05,0.025,0.025,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,62.357,0.938,0.05,0.0,0.025,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.08,0.919,0.0,0.1,0.0,0.9,0.0,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.05,0.965,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.63,0.231,0.75,0.075,0.025,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.948,0.142,0.425,0.0,0.025,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,38.169,0.965,0.95,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,35.862,0.984,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,38.625,0.959,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,33.462,0.952,0.9,0.05,0.875,0.025,0.05,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,44.269,0.985,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,52.921,0.948,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,48.836,0.97,0.0,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.815,0.971,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.33,0.979,0.95,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.702,0.895,0.85,0.075,0.85,0.0,0.075,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.534,0.97,0.975,0.075,0.925,0.0,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.719,0.995,1.0,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.671,0.965,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,49.5,0.98,0.025,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,84.426,0.951,0.025,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,73.815,0.284,0.175,0.075,0.025,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,73.948,0.39,0.6,0.0,0.175,0.2,0.625,0.62,0.38
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.685,0.984,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.721,0.968,0.95,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,82.015,0.982,0.925,0.05,0.9,0.025,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.55,0.966,0.0,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.725,0.981,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.352,0.999,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,84.903,0.989,0.05,0.025,0.0,0.925,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.608,0.996,0.925,0.0,0.925,0.075,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.695,0.932,0.1,0.15,0.0,0.8,0.05,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.687,0.996,0.025,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.876,0.96,0.075,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.023,1.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.83,1.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.867,1.0,0.95,0.025,0.975,0.0,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.011,1.0,0.125,0.0,0.025,0.925,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.037,1.0,0.025,0.0,0.025,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.967,1.0,0.1,0.05,0.025,0.925,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.047,1.0,0.05,0.0,0.025,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.984,1.0,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.68,1.0,0.075,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.048,1.0,0.925,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.942,1.0,0.05,0.175,0.0,0.825,0.0,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.879,1.0,0.925,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.0,1.0,0.9,0.0,0.925,0.05,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.917,1.0,0.925,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.84,1.0,0.05,0.15,0.0,0.85,0.0,0.85,0.15
